eligibility_datetime_utc,item_id,eligibility,message
2025-06-04 08:50:07,89,True,
2025-06-04 08:50:07,286,True,
2025-06-04 08:50:07,137,True,
2025-06-04 08:50:07,146,True,
2025-06-04 08:50:07,142,True,
2025-06-04 08:50:07,150,True,
2025-06-04 08:50:07,102,True,
2025-06-04 08:50:07,123,True,
2025-06-04 08:50:07,105,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,116,True,
2025-06-04 08:50:07,94,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,98,True,
2025-06-04 08:50:07,124,True,
2025-06-04 08:50:07,106,True,
2025-06-04 08:50:07,287,True,
2025-06-04 08:50:07,288,True,
2025-06-04 08:50:07,289,True,
2025-06-04 08:50:07,91,True,
2025-06-04 08:50:07,93,True,
2025-06-04 08:50:07,290,True,
2025-06-04 08:50:07,84,True,
2025-06-04 08:50:07,126,True,
2025-06-04 08:50:07,119,True,
2025-06-04 08:50:07,131,True,
2025-06-04 08:50:07,103,True,
2025-06-04 08:50:07,115,True,
2025-06-04 08:50:07,110,True,
2025-06-04 08:50:07,112,True,
2025-06-04 08:50:07,111,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,121,True,
2025-06-04 08:50:07,132,True,
2025-06-04 08:50:07,117,True,
2025-06-04 08:50:07,114,True,
2025-06-04 08:50:07,97,True,
2025-06-04 08:50:07,118,True,
2025-06-04 08:50:07,129,True,
2025-06-04 08:50:07,104,True,
2025-06-04 08:50:07,109,True,
2025-06-04 08:50:07,108,True,
2025-06-04 08:50:07,120,True,
2025-06-04 08:50:07,95,True,
2025-06-04 08:50:07,291,True,
2025-06-04 08:50:07,100,True,
2025-06-04 08:50:07,96,True,
2025-06-04 08:50:07,107,True,
2025-06-04 08:50:07,141,True,
2025-06-04 08:50:07,147,True,
2025-06-04 08:50:07,151,True,
2025-06-04 08:50:07,148,True,
2025-06-04 08:50:07,128,True,
2025-06-04 08:50:07,122,True,
2025-06-04 08:50:07,292,True,
2025-06-04 08:50:07,99,True,
2025-06-04 08:50:07,149,True,
2025-06-04 08:50:07,139,True,
2025-06-04 08:50:07,140,True,
2025-06-04 08:50:07,144,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,69,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,90,True,
2025-06-04 08:50:07,76,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,73,True,
2025-06-04 08:50:07,82,True,
2025-06-04 08:50:07,77,True,
2025-06-04 08:50:07,293,True,
2025-06-04 08:50:07,87,True,
2025-06-04 08:50:07,145,True,
2025-06-04 08:50:07,143,True,
2025-06-04 08:50:07,135,True,
2025-06-04 08:50:07,138,True,
2025-06-04 08:50:07,294,True,
2025-06-04 08:50:07,295,True,
2025-06-04 08:50:07,296,True,
2025-06-04 08:50:07,297,True,
2025-06-04 08:50:07,125,True,
2025-06-04 08:50:07,127,True,
2025-06-04 08:50:07,113,True,
2025-06-04 08:50:07,101,True,
2025-06-04 08:50:07,86,True,
2025-06-04 08:50:07,74,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,78,True,
2025-06-04 08:50:07,79,True,
2025-06-04 08:50:07,133,True,
2025-06-04 08:50:07,136,True,
2025-06-04 08:50:07,134,True,
2025-06-04 08:50:07,92,True,
2025-06-04 08:50:07,130,True,
2025-06-04 08:50:07,72,True,
2025-06-04 08:50:07,80,True,
2025-06-04 08:50:07,298,False,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 08:50:07,299,False,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 08:50:07,300,False,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 08:50:07,301,False,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 08:50:07,302,False,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 08:50:07,156,True,
2025-06-04 08:50:07,158,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,157,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,159,True,
2025-06-04 08:50:07,303,True,
2025-06-04 08:50:07,304,True,
2025-06-04 08:50:07,305,True,
2025-06-04 08:50:07,306,True,
2025-06-04 08:50:07,307,True,
2025-06-04 08:50:07,155,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,308,True,
2025-06-04 08:50:07,70,True,
2025-06-04 08:50:07,71,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,88,True,
2025-06-04 08:50:07,85,True,
2025-06-04 08:50:07,309,True,
2025-06-04 08:50:07,161,True,
2025-06-04 08:50:07,160,True,
2025-06-04 08:50:07,310,True,
2025-06-04 08:50:07,311,True,
2025-06-04 08:50:07,312,True,
2025-06-04 08:50:07,313,True,
2025-06-04 08:50:07,162,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,164,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,165,True,
2025-06-04 08:50:07,163,True,
2025-06-04 08:50:07,218,True,
2025-06-04 08:50:07,215,True,
2025-06-04 08:50:07,212,True,
2025-06-04 08:50:07,167,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,173,True,
2025-06-04 08:50:07,170,True,
2025-06-04 08:50:07,166,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,171,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,168,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,169,True,
2025-06-04 08:50:07,172,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,176,True,
2025-06-04 08:50:07,175,True,
2025-06-04 08:50:07,177,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,314,True,
2025-06-04 08:50:07,315,True,
2025-06-04 08:50:07,316,True,
2025-06-04 08:50:07,317,True,
2025-06-04 08:50:07,318,True,
2025-06-04 08:50:07,319,True,
2025-06-04 08:50:07,320,True,
2025-06-04 08:50:07,321,True,
2025-06-04 08:50:07,322,True,
2025-06-04 08:50:07,323,True,
2025-06-04 08:50:07,324,True,
2025-06-04 08:50:07,248,True,
2025-06-04 08:50:07,242,True,
2025-06-04 08:50:07,241,True,
2025-06-04 08:50:07,236,True,
2025-06-04 08:50:07,244,True,
2025-06-04 08:50:07,246,True,
2025-06-04 08:50:07,247,True,
2025-06-04 08:50:07,240,True,
2025-06-04 08:50:07,239,True,
2025-06-04 08:50:07,245,True,
2025-06-04 08:50:07,243,True,
2025-06-04 08:50:07,238,True,
2025-06-04 08:50:07,237,True,
2025-06-04 08:50:07,235,True,
2025-06-04 08:50:07,234,True,
2025-06-04 08:50:07,325,True,
2025-06-04 08:50:07,233,True,
2025-06-04 08:50:07,232,True,
2025-06-04 08:50:07,231,True,
2025-06-04 08:50:07,230,True,
2025-06-04 08:50:07,228,True,
2025-06-04 08:50:07,229,True,
2025-06-04 08:50:07,227,True,
2025-06-04 08:50:07,223,True,
2025-06-04 08:50:07,224,True,
2025-06-04 08:50:07,221,True,
2025-06-04 08:50:07,217,True,
2025-06-04 08:50:07,225,True,
2025-06-04 08:50:07,220,True,
2025-06-04 08:50:07,226,True,
2025-06-04 08:50:07,219,True,
2025-06-04 08:50:07,211,True,
2025-06-04 08:50:07,326,True,
2025-06-04 08:50:07,210,True,
2025-06-04 08:50:07,201,True,
2025-06-04 08:50:07,327,True,
2025-06-04 08:50:07,328,True,
2025-06-04 08:50:07,207,True,
2025-06-04 08:50:07,198,True,
2025-06-04 08:50:07,205,True,
2025-06-04 08:50:07,209,True,
2025-06-04 08:50:07,329,True,
2025-06-04 08:50:07,203,True,
2025-06-04 08:50:07,330,True,
2025-06-04 08:50:07,208,True,
2025-06-04 08:50:07,206,True,
2025-06-04 08:50:07,202,True,
2025-06-04 08:50:07,197,True,
2025-06-04 08:50:07,196,True,
2025-06-04 08:50:07,204,True,
2025-06-04 08:50:07,200,True,
2025-06-04 08:50:07,199,True,
2025-06-04 08:50:07,194,True,
2025-06-04 08:50:07,192,True,
2025-06-04 08:50:07,195,True,
2025-06-04 08:50:07,193,True,
2025-06-04 08:50:07,191,True,
2025-06-04 08:50:07,190,True,
2025-06-04 08:50:07,189,True,
2025-06-04 08:50:07,187,True,
2025-06-04 08:50:07,188,True,
2025-06-04 08:50:07,186,True,
2025-06-04 08:50:07,184,True,
2025-06-04 08:50:07,185,True,
2025-06-04 08:50:07,180,True,
2025-06-04 08:50:07,179,True,
2025-06-04 08:50:07,182,True,
2025-06-04 08:50:07,331,True,
2025-06-04 08:50:07,178,True,
2025-06-04 08:50:07,181,True,
2025-06-04 08:50:07,183,True,
2025-06-04 08:50:07,174,True,
2025-06-04 08:50:07,216,True,
2025-06-04 08:50:07,332,True,
2025-06-04 08:50:07,213,True,
2025-06-04 08:50:07,222,True,
2025-06-04 08:50:07,214,True,
2025-06-04 08:50:07,251,True,
2025-06-04 08:50:07,257,True,
2025-06-04 08:50:07,254,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,250,True,
2025-06-04 08:50:07,260,True,
2025-06-04 08:50:07,255,True,
2025-06-04 08:50:07,258,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,256,True,
2025-06-04 08:50:07,253,True,
2025-06-04 08:50:07,263,True,
2025-06-04 08:50:07,261,True,
2025-06-04 08:50:07,259,True,
2025-06-04 08:50:07,262,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,252,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,249,True,
2025-06-04 08:50:07,333,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07,267,True,
2025-06-04 08:50:07,264,True,
2025-06-04 08:50:07,269,True,
2025-06-04 08:50:07,268,True,
2025-06-04 08:50:07,334,True,
2025-06-04 08:50:07,335,True,
2025-06-04 08:50:07,336,True,
2025-06-04 08:50:07,266,True,
2025-06-04 08:50:07,265,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,41,True,
2025-06-05 08:50:07,29,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,270,True,
2025-06-05 08:50:07,31,True,
2025-06-05 08:50:07,26,True,
2025-06-05 08:50:07,25,True,
2025-06-05 08:50:07,34,True,
2025-06-05 08:50:07,28,True,
2025-06-05 08:50:07,32,True,
2025-06-05 08:50:07,33,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,27,True,
2025-06-05 08:50:07,23,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,24,True,
2025-06-05 08:50:07,35,True,
2025-06-05 08:50:07,30,True,
2025-06-05 08:50:07,36,True,
2025-06-05 08:50:07,19,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,15,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,16,True,
2025-06-05 08:50:07,18,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,17,True,
2025-06-05 08:50:07,21,True,
2025-06-05 08:50:07,20,True,
2025-06-05 08:50:07,22,True,
2025-06-05 08:50:07,13,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,38,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,5,True,
2025-06-05 08:50:07,7,True,
2025-06-05 08:50:07,42,True,
2025-06-05 08:50:07,14,True,
2025-06-05 08:50:07,10,True,
2025-06-05 08:50:07,6,True,
2025-06-05 08:50:07,271,True,
2025-06-05 08:50:07,4,True,
2025-06-05 08:50:07,40,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,8,True,
2025-06-05 08:50:07,39,True,
2025-06-05 08:50:07,9,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,3,True,
2025-06-05 08:50:07,43,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,11,True,
2025-06-05 08:50:07,2,True,
2025-06-05 08:50:07,44,True,
2025-06-05 08:50:07,1,True,
2025-06-05 08:50:07,12,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,0,True,
2025-06-05 08:50:07,37,True,
2025-06-05 08:50:07,49,True,
2025-06-05 08:50:07,52,True,
2025-06-05 08:50:07,50,True,
2025-06-05 08:50:07,46,True,
2025-06-05 08:50:07,48,True,
2025-06-05 08:50:07,45,True,
2025-06-05 08:50:07,47,True,
2025-06-05 08:50:07,51,True,
2025-06-05 08:50:07,272,True,
2025-06-05 08:50:07,273,True,
2025-06-05 08:50:07,274,True,
2025-06-05 08:50:07,275,True,
2025-06-05 08:50:07,56,True,
2025-06-05 08:50:07,55,True,
2025-06-05 08:50:07,53,True,
2025-06-05 08:50:07,54,True,
2025-06-05 08:50:07,276,True,
2025-06-05 08:50:07,277,True,
2025-06-05 08:50:07,278,True,
2025-06-05 08:50:07,279,True,
2025-06-05 08:50:07,280,True,
2025-06-05 08:50:07,62,True,
2025-06-05 08:50:07,60,True,
2025-06-05 08:50:07,63,True,
2025-06-05 08:50:07,61,True,
2025-06-05 08:50:07,57,True,
2025-06-05 08:50:07,281,True,
2025-06-05 08:50:07,58,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,59,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,64,True,
2025-06-05 08:50:07,68,True,
2025-06-05 08:50:07,65,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,67,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,66,True,
2025-06-05 08:50:07,154,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,152,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,282,True,
2025-06-05 08:50:07,153,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,283,True,
2025-06-05 08:50:07,83,True,
2025-06-05 08:50:07,75,True,
2025-06-05 08:50:07,81,True,
2025-06-05 08:50:07,284,True,
2025-06-05 08:50:07,285,True,
2025-06-05 08:50:07,89,True,
2025-06-05 08:50:07,286,True,
2025-06-05 08:50:07,137,True,
2025-06-05 08:50:07,146,True,
2025-06-05 08:50:07,142,True,
2025-06-05 08:50:07,150,True,
2025-06-05 08:50:07,102,True,
2025-06-05 08:50:07,123,True,
2025-06-05 08:50:07,105,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,116,True,
2025-06-05 08:50:07,94,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,98,True,
2025-06-05 08:50:07,124,True,
2025-06-05 08:50:07,106,True,
2025-06-05 08:50:07,287,True,
2025-06-05 08:50:07,288,True,
2025-06-05 08:50:07,289,True,
2025-06-05 08:50:07,91,True,
2025-06-05 08:50:07,93,True,
2025-06-05 08:50:07,290,True,
2025-06-05 08:50:07,84,True,
2025-06-05 08:50:07,126,True,
2025-06-05 08:50:07,119,True,
2025-06-05 08:50:07,131,True,
2025-06-05 08:50:07,103,True,
2025-06-05 08:50:07,115,True,
2025-06-05 08:50:07,110,True,
2025-06-05 08:50:07,112,True,
2025-06-05 08:50:07,111,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,121,True,
2025-06-05 08:50:07,132,True,
2025-06-05 08:50:07,117,True,
2025-06-05 08:50:07,114,True,
2025-06-05 08:50:07,97,True,
2025-06-05 08:50:07,118,True,
2025-06-05 08:50:07,129,True,
2025-06-05 08:50:07,104,True,
2025-06-05 08:50:07,109,True,
2025-06-05 08:50:07,108,True,
2025-06-05 08:50:07,120,True,
2025-06-05 08:50:07,95,True,
2025-06-05 08:50:07,291,True,
2025-06-05 08:50:07,100,True,
2025-06-05 08:50:07,96,True,
2025-06-05 08:50:07,107,True,
2025-06-05 08:50:07,141,True,
2025-06-05 08:50:07,147,True,
2025-06-05 08:50:07,151,True,
2025-06-05 08:50:07,148,True,
2025-06-05 08:50:07,128,True,
2025-06-05 08:50:07,122,True,
2025-06-05 08:50:07,292,True,
2025-06-05 08:50:07,99,True,
2025-06-05 08:50:07,149,True,
2025-06-05 08:50:07,139,True,
2025-06-05 08:50:07,140,True,
2025-06-05 08:50:07,144,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,69,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,90,True,
2025-06-05 08:50:07,76,False,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:07,73,True,
2025-06-05 08:50:07,82,True,
2025-06-05 08:50:07,77,True,
2025-06-05 08:50:07,293,True,
2025-06-05 08:50:07,87,True,
2025-06-05 08:50:07,145,True,
2025-06-05 08:50:07,143,True,
2025-06-05 08:50:07,135,True,
2025-06-05 08:50:07,138,True,
2025-06-05 08:50:07,294,True,
2025-06-05 08:50:07,295,True,
2025-06-05 08:50:07,296,True,
2025-06-05 08:50:07,297,True,
2025-06-05 08:50:07,125,True,
2025-06-05 08:50:07,127,True,
2025-06-05 08:50:07,113,True,
2025-06-05 08:50:07,101,True,
2025-06-05 08:50:07,86,True,
